size;n;k;comp;swaps
select;400;400/4;1065;2003
select;400;400/4;1024;1821
select;400;400/4;1032;1878
select;400;400/4;1072;1968
select;400;400/4;1059;1966
select;400;400/4;1059;1886
select;400;400/4;1067;1932
select;400;400/4;1065;1953
select;400;400/4;943;1789
select;400;400/4;1007;1866
select;400;400/4;1019;1902
select;400;400/4;1044;1880
select;400;400/4;969;1805
select;400;400/2;1047;1894
select;400;400/2;1007;1873
select;400;400/2;1064;1967
select;400;400/2;1112;1998
select;400;400/2;932;1718
select;400;400/2;1041;1884
select;400;400/2;1008;1881
select;400;400/2;1020;1925
select;400;400/2;1022;1818
select;400;400/2;
select;400;400/2;1115;1988
select;400;400/2;1083;1977
select;400;400/2;1004;1765
select;400;400/2;1060;1973
select;400;400/2;931;1776
select;400;400/2;1120;2016
select;400;400/2;
select;400;400/2;915;1674
select;400;400/2;1049;1923
select;400;400/2;989;1811
select;400;400/2;1115;2016
select;400;400/2;1000;1867
select;400;400/2;934;1700
select;400;400/2;1116;2022
select;400;400/2;1006;1907
select;400;400/2;1119;2044
select;400;400/2;1081;1967
select;400;400/2;
select;400;400/2;
select;400;400/2;1069;1919
select;400;400/2;948;1739
select;400;400/2;1023;1838
select;400;400/2;1107;2026
select;400;400/2;941;1749
select;400;400/2;1056;1973
select;400;400/2;1074;1948
select;400;400/2;977;1780
select;400;400/2;1170;2027
select;400;400/2;
select;400;400/2;1101;1970
select;400;400/2;1164;2037
select;400;400/2;
select;400;400/2;986;1750
select;400;400/2;1102;1950
select;400;400/2;
select;400;400/2;1049;1937
select;400;400/2;
select;400;400/2;1170;2112
select;400;400/2;
select;400;400/2;1074;1975
select;400;400/2;1076;1948
select;400;400/2;1151;2020
select;400;400/2;1180;2109
select;400;400/2;963;1807
select;400;400/2;914;1735
select;400;400/2;
select;400;400/2;
select;400;400/2;1088;1929
select;400;400/2;1046;1937
select;400;400/2;998;1776
select;400;400/2;1075;1899
select;400;400/2;995;1905
select;400;400/2;1168;2060
select;400;400/2;1067;1973
select;400;400/2;1037;1851
select;400;400/2;1082;1951
select;400;400/2;1031;1905
select;400;400/2;1012;1799
select;400;400/2;975;1780
select;400;400/2;1091;1942
select;400;400/2;1084;1926
select;400;400/2;1092;1969
select;400;400/2;1006;1884
select;400;400/2;947;1780
select;400;400/2;1029;1859
select;400;400/2;1048;1913
select;400;400/2;953;1752
select;400;400/2;1044;1940
select;400;400/2;982;1866
select;400;400/2;1106;2003
select;400;400/2;1012;1848
select;400;400/2;962;1836
select;400;400/2;1124;2002
select;400;400/2;
select;400;400/2;1080;1970
select;400;400/2;
select;400;400/2;999;1851
select;400;400/2;1030;1905
select;400;400/2;1067;1978
select;400;400/2;976;1784
select;400;400/2;899;1710
select;400;400/2;
select;400;400/2;1069;1983
select;400;400/2;1052;1952
select;400;400/2;1007;1800
select;400;400/2;
select;400;400/2;
select;400;400/2;
select;400;400/2;992;1877
select;400;400/2;973;1825
select;400;400-1;
select;400;400-1;1032;1891
select;400;400-1;1000;1882
select;400;400-1;
select;400;400-1;1003;1860
select;400;400-1;1015;1843
select;400;400-1;
select;400;400-1;979;1848
select;400;400-1;1051;1911
select;400;400-1;1096;1971
select;400;400-1;918;1691
select;400;400-1;1117;2001
select;400;400-1;939;1695
select;400;400-1;
select;400;400-1;988;1819
select;400;400-1;978;1798
select;400;400-1;1106;2003
select;400;400-1;1059;1944
select;400;400-1;1028;1925
select;400;400-1;1020;1825
select;400;400-1;
select;400;400-1;1115;1978
select;400;400-1;1083;1961
select;400;400-1;1124;1985
select;400;400-1;1049;1931
select;400;400-1;1013;1899
select;400;400-1;960;1746
select;400;400-1;
select;400;400-1;1016;1840
select;400;400-1;1024;1895
select;400;400-1;1123;2022
select;400;400-1;1058;1951
select;400;400-1;
select;400;400-1;977;1721
select;400;400-1;963;1774
select;400;400-1;
select;400;400-1;1055;1908
select;400;400-1;1116;2006
select;400;400-1;1093;1969
select;400;400-1;974;1838
select;400;400-1;1041;1919
select;400;400-1;1018;1882
select;400;400-1;1023;1882
select;400;400-1;
select;400;400-1;1018;1905
select;400;400-1;1028;1920
select;400;400-1;1030;1909
select;400;400-1;1051;1911
select;400;400-1;901;1663
select;400;400-1;1070;1960
select;400;400-1;1185;2147
select;400;400-1;1008;1817
select;400;400-1;1008;1817
select;400;400-1;
select;400;400-1;
select;400;400-1;1009;1853
select;400;400-1;1108;1993
select;400;400-1;
select;400;400-1;1081;1949
select;400;400-1;1062;1940
select;400;400-1;1099;1972
select;400;400-1;1034;1911
select;400;400-1;1015;1822
select;400;400-1;973;1837
select;400;400-1;1128;1982
select;400;400-1;1005;1878
select;400;400-1;1114;1971
select;400;400-1;969;1813
select;400;400-1;1021;1886
select;400;400-1;1115;1996
select;400;400-1;1125;1963
select;400;400-1;1112;1981
select;400;400-1;998;1797
select;400;400-1;
select;400;400-1;
select;400;400-1;1035;1889
select;400;400-1;1124;2023
select;400;400-1;1028;1866
select;400;400-1;1029;1902
select;400;400-1;1051;1909
select;400;400-1;
select;400;400-1;1034;1955
select;400;400-1;
select;400;400-1;962;1760
select;400;400-1;
select;400;400-1;1161;2064
select;400;400-1;
select;400;400-1;
select;400;400-1;1025;1835
select;400;400-1;1036;1924
select;400;400-1;1017;1876
select;400;400-1;1065;1969
select;400;400-1;1005;1894
select;400;400-1;975;1777
select;400;400-1;1122;2005
select;400;400-1;
select;400;400-1;1124;2007
select;400;400-1;1044;1887
select;400;400-1;
select;400;400-1;894;1676
select;500;0;1424;2545
select;500;0;1371;2444
select;500;0;1238;2227
select;500;0;1356;2422
select;500;0;1414;2561
select;500;0;1413;2569
select;500;0;1302;2373
select;500;0;1334;2529
select;500;0;1447;2604
select;500;0;1253;2231
select;500;0;1295;2276
select;500;0;1342;2448
select;500;0;1399;2525
select;500;0;1414;2591
select;500;0;1391;2580
select;500;0;1404;2469
select;500;0;1385;2592
select;500;0;1407;2554
select;500;0;1380;2524
select;500;0;1406;2519
select;500;0;1232;2254
select;500;0;1360;2426
select;500;0;1321;2425
select;500;0;1416;2558
select;500;0;1467;2649
select;500;0;1442;2627
select;500;0;1329;2456
select;500;0;1453;2645
select;500;0;1387;2552
select;500;0;1375;2521
select;500;0;1316;2452
select;500;0;1329;2378
select;500;0;1389;2511
select;500;0;1289;2382
select;500;0;1272;2370
select;500;0;1375;2476
select;500;0;1434;2664
select;500;0;1343;2465
select;500;0;1305;2330
select;500;0;1258;2242
select;500;0;1437;2655
select;500;0;1344;2476
select;500;0;1334;2408
select;500;0;1354;2479
select;500;0;1426;2577
select;500;0;1346;2378
select;500;0;1410;2595
select;500;0;1338;2403
select;500;0;1239;2217
select;500;0;1275;2296
select;500;0;1383;2519
select;500;0;1334;2514
select;500;0;1378;2489
select;500;0;1382;2544
select;500;0;1305;2313
select;500;0;1339;2388
select;500;0;1316;2423
select;500;0;1343;2454
select;500;0;1295;2362
select;500;0;1428;2575
select;500;0;1396;2543
select;500;0;1159;2154
select;500;0;1314;2420
select;500;0;1389;2589
select;500;0;1318;2393
select;500;0;1317;2437
select;500;0;1338;2466
select;500;0;1366;2458
select;500;0;1399;2549
select;500;0;1359;2522
select;500;0;1276;2338
select;500;0;1326;2428
select;500;0;1183;2170
select;500;0;1343;2392
select;500;0;1424;2567
select;500;0;1318;2395
select;500;0;1388;2503
select;500;0;1384;2514
select;500;0;1307;2459
select;500;0;1329;2387
select;500;0;1353;2485
select;500;0;1298;2361
select;500;0;1383;2558
select;500;0;1361;2434
select;500;0;1475;2672
select;500;0;1358;2510
select;500;0;1333;2408
select;500;0;1374;2523
select;500;0;1428;2623
select;500;0;1482;2627
select;500;0;1392;2516
select;500;0;1437;2628
select;500;0;1339;2450
select;500;0;1367;2424
select;500;0;1406;2564
select;500;0;1437;2638
select;500;0;1425;2551
select;500;0;1334;2410
select;500;0;1383;2498
select;500;0;1334;2453
select;500;500/4;1298;2301
select;500;500/4;
select;500;500/4;1296;2337
select;500;500/4;1211;2197
select;500;500/4;1372;2465
select;500;500/4;1380;2478
select;500;500/4;1306;2435
select;500;500/4;1132;2107
select;500;500/4;1208;2212
select;500;500/4;
select;500;500/4;1439;2616
select;500;500/4;1424;2504
select;500;500/4;1303;2357
select;500;500/4;1330;2442
select;500;500/4;1252;2316
select;500;500/4;1364;2498
select;500;500/4;
select;500;500/4;1346;2466
select;500;500/4;1350;2460
select;500;500/4;1315;2429
select;500;500/4;1235;2170
select;500;500/4;
select;500;500/4;1278;2380
select;500;500/4;1351;2454
select;500;500/4;
select;500;500/4;1397;2545
select;500;500/4;1359;2450
select;500;500/4;1153;2117
select;500;500/4;1320;2368
select;500;500/4;1180;2080
select;500;500/4;1320;2423
select;500;500/4;1196;2196
select;500;500/4;1377;2531
select;500;500/4;
select;500;500/4;1282;2352
select;500;500/4;1347;2483
select;500;500/4;1378;2420
select;500;500/4;
select;500;500/4;1364;2448
select;500;500/4;1330;2454
select;500;500/4;1252;2226
select;500;500/4;1276;2329
select;500;500/4;
select;500;500/4;1367;2524
select;500;500/4;1288;2407
select;500;500/4;1303;2381
select;500;500/4;
select;500;500/4;1325;2420
select;500;500/4;
select;500;500/4;1429;2564
select;500;500/4;1354;2464
select;500;500/4;1280;2392
select;500;500/4;1391;2502
select;500;500/4;1188;2232
select;500;500/4;1052;1967
select;500;500/4;
select;500;500/4;1405;2504
select;500;500/4;1351;2489
select;500;500/4;1293;2393
select;500;500/4;
select;500;500/4;1172;2196
select;500;500/4;1403;2568
select;500;500/4;1428;2588
select;500;500/4;1320;2448
select;500;500/4;
select;500;500/4;1328;2438
select;500;500/4;1302;2407
select;500;500/4;1195;2140
select;500;500/4;
select;500;500/4;1334;2449
select;500;500/4;
select;500;500/4;1233;2336
select;500;500/4;
select;500;500/4;1436;2561
select;500;500/4;1366;2447
select;500;500/4;
select;500;500/4;1389;2504
select;500;500/4;1436;2562
select;500;500/4;
select;500;500/4;1404;2521
select;500;500/4;1275;2336
select;500;500/4;1396;2442
select;500;500/4;1412;2591
select;500;500/4;1400;2530
select;500;500/4;
select;500;500/4;1349;2406
select;500;500/4;
select;500;500/4;1348;2487
select;500;500/4;1438;2542
select;500;500/4;1414;2566
select;500;500/4;1291;2422
select;500;500/4;
select;500;500/4;1335;2492
select;500;500/4;1344;2423
select;500;500/4;1386;2474
select;500;500/4;1333;2413
select;500;500/4;1317;2336
select;500;500/4;1294;2340
select;500;500/4;1468;2616
select;500;500/4;1407;2531
select;500;500/2;1330;2430
select;500;500/2;1222;2244
select;500;500/2;1171;2203
select;500;500/2;1329;2438
select;500;500/2;
select;500;500/2;
select;500;500/2;1290;2413
select;500;500/2;
select;500;500/2;1288;2402
select;500;500/2;1400;2547
select;500;500/2;1303;2405
select;500;500/2;1250;2333
select;500;500/2;1272;2294
select;500;500/2;
select;500;500/2;1385;2485
select;500;500/2;1256;2245
select;500;500/2;1257;2254
select;500;500/2;1404;2492
select;500;500/2;1362;2494
select;500;500/2;
select;500;500/2;1332;2404
select;500;500/2;1402;2483
select;500;500/2;1362;2450
select;500;500/2;1292;2337
select;500;500/2;
select;500;500/2;
select;500;500/2;
select;500;500/2;1166;2149
select;500;500/2;1529;2715
select;500;500/2;1387;2490
select;500;500/2;1285;2315
select;500;500/2;1325;2447
select;500;500/2;1334;2453
select;500;500/2;
select;500;500/2;1305;2443
select;500;500/2;1274;2362
select;500;500/2;1319;2462
select;500;500/2;
select;500;500/2;1334;2454
select;500;500/2;1449;2548
select;500;500/2;1133;2054
select;500;500/2;1335;2386
select;500;500/2;
select;500;500/2;1371;2507
select;500;500/2;1295;2323
select;500;500/2;1373;2475
select;500;500/2;
select;500;500/2;1299;2416
select;500;500/2;1353;2420
select;500;500/2;
select;500;500/2;1300;2447
select;500;500/2;1356;2438
select;500;500/2;1316;2442
select;500;500/2;
select;500;500/2;
select;500;500/2;1372;2510
select;500;500/2;1439;2576
select;500;500/2;1281;2277
select;500;500/2;1334;2461
select;500;500/2;1335;2446
select;500;500/2;1288;2367
select;500;500/2;1302;2412
select;500;500/2;1301;2362
select;500;500/2;
select;500;500/2;1420;2526
select;500;500/2;1424;2585
select;500;500/2;1250;2203
select;500;500/2;1352;2481
select;500;500/2;
select;500;500/2;1370;2483
select;500;500/2;
select;500;500/2;
select;500;500/2;1263;2377
select;500;500/2;1274;2213
select;500;500/2;1316;2445
select;500;500/2;1329;2484
select;500;500/2;1249;2243
select;500;500/2;1352;2456
select;500;500/2;1430;2561
select;500;500/2;1393;2531
select;500;500/2;
select;500;500/2;1282;2365
select;500;500/2;1335;2462
select;500;500/2;1347;2491
select;500;500/2;1367;2461
select;500;500/2;1443;2586
select;500;500/2;1201;2122
select;500;500/2;
select;500;500/2;
select;500;500/2;1455;2595
select;500;500/2;1347;2482
select;500;500/2;1251;2354
select;500;500/2;1154;2093
select;500;500/2;1318;2304
select;500;500/2;1335;2342
select;500;500/2;1201;2223
select;500;500/2;1389;2524
select;500;500/2;1126;2131
select;500;500/2;1139;2074
select;500;500/2;
select;500;500-1;1341;2488
select;500;500-1;
select;500;500-1;1324;2459
select;500;500-1;1443;2615
select;500;500-1;
select;500;500-1;1439;2570
select;500;500-1;1399;2486
select;500;500-1;1330;2452
select;500;500-1;1421;2531
select;500;500-1;1237;2319
select;500;500-1;1340;2431
select;500;500-1;1266;2215
select;500;500-1;1341;2427
select;500;500-1;1230;2351
select;500;500-1;1132;2142
select;500;500-1;1305;2396
select;500;500-1;1421;2516
select;500;500-1;
select;500;500-1;1212;2305
select;500;500-1;
select;500;500-1;
select;500;500-1;1271;2398
select;500;500-1;1305;2441
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;1421;2504
select;500;500-1;1253;2301
select;500;500-1;1369;2495
select;500;500-1;
select;500;500-1;
select;500;500-1;1348;2477
select;500;500-1;1323;2450
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;1276;2256
select;500;500-1;
select;500;500-1;1287;2414
select;500;500-1;
select;500;500-1;1247;2337
select;500;500-1;1383;2487
select;500;500-1;1305;2389
select;500;500-1;
select;500;500-1;1328;2414
select;500;500-1;
select;500;500-1;1294;2413
select;500;500-1;1427;2539
select;500;500-1;1346;2493
select;500;500-1;1392;2511
select;500;500-1;1335;2443
select;500;500-1;1212;2319
select;500;500-1;
select;500;500-1;1367;2482
select;500;500-1;1385;2483
select;500;500-1;
select;500;500-1;1282;2379
select;500;500-1;
select;500;500-1;1387;2474
select;500;500-1;1375;2498
select;500;500-1;1348;2471
select;500;500-1;1398;2530
select;500;500-1;1301;2383
select;500;500-1;1390;2540
select;500;500-1;1363;2508
select;500;500-1;1403;2489
select;500;500-1;1455;2561
select;500;500-1;1285;2376
select;500;500-1;1352;2472
select;500;500-1;
select;500;500-1;1261;2292
select;500;500-1;1434;2546
select;500;500-1;1255;2231
select;500;500-1;1313;2423
select;500;500-1;1324;2428
select;500;500-1;1398;2485
select;500;500-1;1364;2466
select;500;500-1;1167;2187
select;500;500-1;1297;2362
select;500;500-1;1312;2358
select;500;500-1;1432;2501
select;500;500-1;1333;2414
select;500;500-1;1368;2498
select;500;500-1;
select;500;500-1;1287;2360
select;500;500-1;1284;2296
select;500;500-1;
select;500;500-1;1436;2565
select;500;500-1;1260;2363
select;500;500-1;1186;2173
select;500;500-1;1322;2435
select;500;500-1;
select;500;500-1;
select;500;500-1;1187;2223
select;500;500-1;1374;2480
select;500;500-1;1292;2391
select;600;0;1527;2759
select;600;0;1692;3099
select;600;0;1694;3046
select;600;0;1692;3040
select;600;0;1700;3088
select;600;0;1643;2954
select;600;0;1608;2892
select;600;0;1546;2805
select;600;0;1644;3044
select;600;0;1672;3074
select;600;0;1664;3040
select;600;0;1689;3051
select;600;0;1598;2981
select;600;0;1688;3007
select;600;0;1693;3050
select;600;0;1596;2897
select;600;0;1769;3240
select;600;0;1668;3053
select;600;0;1812;3271
select;600;0;1705;3116
select;600;0;1759;3238
select;600;0;1693;3108
select;600;0;1712;3140
select;600;0;1666;3015
select;600;0;1737;3151
select;600;0;1582;2860
select;600;0;1684;3008
select;600;0;1779;3211
select;600;0;1728;3147
select;600;0;1663;3032
select;600;0;1650;3007
select;600;0;1675;3042
select;600;0;1603;2960
select;600;0;1601;2907
select;600;0;1704;3111
select;600;0;1737;3133
select;600;0;1632;2968
select;600;0;1638;3009
select;600;0;1659;3002
select;600;0;1678;3042
select;600;0;1658;2985
select;600;0;1629;2948
select;600;0;1597;2972
select;600;0;1731;3137
select;600;0;1580;2858
select;600;0;1733;3148
select;600;0;1691;3142
select;600;0;1682;3037
select;600;0;1668;3039
select;600;0;1585;2943
select;600;0;1539;2734
select;600;0;1535;2734
select;600;0;1702;3076
select;600;0;1625;2882
select;600;0;1676;3034
select;600;0;1723;3082
select;600;0;1553;2914
select;600;0;1600;2910
select;600;0;1746;3163
select;600;0;1740;3169
select;600;0;1623;2994
select;600;0;1529;2752
select;600;0;1633;2986
select;600;0;1529;2781
select;600;0;1751;3166
select;600;0;1492;2756
select;600;0;1572;2797
select;600;0;1679;3072
select;600;0;1686;2978
select;600;0;1741;3117
