size;n;k;comp;swaps
select;7300;7300-1;29120;42252
select;7300;7300-1;
select;7300;7300-1;28643;41873
select;7300;7300-1;
select;7300;7300-1;
select;7300;7300-1;29216;42250
select;7300;7300-1;
select;7300;7300-1;29672;42967
select;7300;7300-1;29435;42602
select;7300;7300-1;27149;39828
select;7300;7300-1;29583;42809
select;7300;7300-1;
select;7300;7300-1;27718;40648
select;7300;7300-1;26848;39501
select;7300;7300-1;28959;42187
select;7300;7300-1;
select;7300;7300-1;28600;41670
select;7300;7300-1;26985;40104
select;7300;7300-1;29224;42226
select;7300;7300-1;29399;42603
select;7300;7300-1;
select;7300;7300-1;27973;41228
select;7300;7300-1;27920;41140
select;7400;0;27756;40594
select;7400;0;28383;41493
select;7400;0;28236;41390
select;7400;0;27950;40858
select;7400;0;28218;41456
select;7400;0;28460;41858
select;7400;0;27876;40854
select;7400;0;28467;41852
select;7400;0;27655;40289
select;7400;0;28132;41168
select;7400;0;27720;40617
select;7400;0;28322;41405
select;7400;0;28211;41424
select;7400;0;27635;40404
select;7400;0;28409;41504
select;7400;0;27644;40491
select;7400;0;28473;41718
select;7400;0;28341;41436
select;7400;0;28445;41556
select;7400;0;27721;40629
select;7400;0;27654;40379
select;7400;0;27470;40049
select;7400;0;26431;38537
select;7400;0;27924;40856
select;7400;0;28425;41471
select;7400;0;27882;40884
select;7400;0;27716;40514
select;7400;0;28282;41272
select;7400;0;28006;41017
select;7400;0;28065;41025
select;7400;0;27796;40544
select;7400;0;28249;41300
select;7400;0;27558;40540
select;7400;0;27960;41074
select;7400;0;27805;40909
select;7400;0;28254;41396
select;7400;0;28151;40970
select;7400;0;27628;40771
select;7400;0;27746;40764
select;7400;0;27699;40479
select;7400;0;27349;40151
select;7400;0;28307;41412
select;7400;0;27887;40785
select;7400;0;28609;41723
select;7400;0;26074;37895
select;7400;0;28217;41378
select;7400;0;27893;40952
select;7400;0;27581;40507
select;7400;0;27849;40976
select;7400;0;28283;41163
select;7400;0;27742;40595
select;7400;0;27696;40610
select;7400;0;28006;41035
select;7400;0;28056;41204
select;7400;0;28025;40925
select;7400;0;27893;40982
select;7400;0;28285;41411
select;7400;0;27967;40909
select;7400;0;28095;41169
select;7400;0;27648;40538
select;7400;0;28514;41629
select;7400;0;28219;41201
select;7400;0;27988;41107
select;7400;0;28289;41339
select;7400;0;28076;40717
select;7400;0;27956;40950
select;7400;0;28106;40972
select;7400;0;27925;41007
select;7400;0;28401;41359
select;7400;0;27750;40611
select;7400;0;28428;41593
select;7400;0;28382;41505
select;7400;0;27857;41086
select;7400;0;26267;38360
select;7400;0;28114;41181
select;7400;0;28089;40973
select;7400;0;27988;40991
select;7400;0;28249;41455
select;7400;0;27648;40659
select;7400;0;27997;40652
select;7400;0;27526;40465
select;7400;0;28139;41170
select;7400;0;28291;41414
select;7400;0;27765;40789
select;7400;0;28703;41919
select;7400;0;28304;41357
select;7400;0;27721;40674
select;7400;0;28139;40974
select;7400;0;27847;40897
select;7400;0;27945;40681
select;7400;0;28296;41486
select;7400;0;28091;40951
select;7400;0;27704;40465
select;7400;0;27885;40799
select;7400;0;28018;41080
select;7400;0;28380;41458
select;7400;0;28309;41284
select;7400;0;27741;40810
select;7400;0;26199;38280
select;7400;0;28167;41151
select;7400;7400/4;
select;7400;7400/4;29149;42620
select;7400;7400/4;28368;41581
select;7400;7400/4;27423;40862
select;7400;7400/4;
select;7400;7400/4;29103;42398
select;7400;7400/4;29056;42320
select;7400;7400/4;29186;42563
select;7400;7400/4;29602;42497
select;7400;7400/4;29043;42181
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;29232;42532
select;7400;7400/4;28986;42366
select;7400;7400/4;
select;7400;7400/4;27451;40481
select;7400;7400/4;27325;40728
select;7400;7400/4;27652;40998
select;7400;7400/4;27626;40888
select;7400;7400/4;28562;41894
select;7400;7400/4;28829;42210
select;7400;7400/4;29218;42484
select;7400;7400/4;
select;7400;7400/4;27240;40428
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;30492;43887
select;7400;7400/4;30176;43561
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;28142;41217
select;7400;7400/4;29212;42548
select;7400;7400/4;
select;7400;7400/4;28233;41363
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;28370;41805
select;7400;7400/4;29125;42505
select;7400;7400/4;28643;42055
select;7400;7400/4;27045;40019
select;7400;7400/4;27567;40471
select;7400;7400/4;28491;41924
select;7400;7400/4;29706;43085
select;7400;7400/4;29541;43002
select;7400;7400/4;
select;7400;7400/4;27442;40778
select;7400;7400/4;29234;42597
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;27860;40949
select;7400;7400/4;
select;7400;7400/4;27998;40324
select;7400;7400/4;29207;42489
select;7400;7400/4;30520;43825
select;7400;7400/4;29043;42436
select;7400;7400/4;
select;7400;7400/4;28571;41807
select;7400;7400/4;27846;41232
select;7400;7400/4;26680;39017
select;7400;7400/4;
select;7400;7400/4;29109;42384
select;7400;7400/4;25409;37799
select;7400;7400/4;27603;40568
select;7400;7400/4;30386;43776
select;7400;7400/4;29227;42625
select;7400;7400/4;
select;7400;7400/4;
select;7400;7400/4;28502;41878
select;7400;7400/4;28691;41997
select;7400;7400/4;27033;40379
select;7400;7400/4;28999;42157
select;7400;7400/4;29557;42863
select;7400;7400/4;28661;41478
select;7400;7400/4;28222;41587
select;7400;7400/4;26655;39762
select;7400;7400/4;29890;43260
select;7400;7400/4;
select;7400;7400/4;29074;42382
select;7400;7400/4;29351;42572
select;7400;7400/4;27887;41264
select;7400;7400/4;27187;40452
select;7400;7400/4;29795;43098
select;7400;7400/4;
select;7400;7400/4;28432;41858
select;7400;7400/4;27876;41139
select;7400;7400/4;27806;41108
select;7400;7400/4;30006;43319
select;7400;7400/4;29766;43107
select;7400;7400/4;30149;43621
select;7400;7400/4;27680;40968
select;7400;7400/4;27837;41164
select;7400;7400/4;27301;40561
select;7400;7400/4;
select;7400;7400/4;29240;42641
select;7400;7400/4;27419;40762
select;7400;7400/4;28518;41889
select;7400;7400/2;29095;42473
select;7400;7400/2;28851;42190
select;7400;7400/2;29423;42672
select;7400;7400/2;29225;42692
select;7400;7400/2;26298;39537
select;7400;7400/2;
select;7400;7400/2;27658;41120
select;7400;7400/2;28905;42315
select;7400;7400/2;28740;42106
select;7400;7400/2;28067;41120
select;7400;7400/2;28339;41752
select;7400;7400/2;27808;41142
select;7400;7400/2;
select;7400;7400/2;28198;41499
select;7400;7400/2;29215;42605
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;29217;42659
select;7400;7400/2;
select;7400;7400/2;28558;41689
select;7400;7400/2;28568;41678
select;7400;7400/2;30079;43472
select;7400;7400/2;28873;42283
select;7400;7400/2;30952;44501
select;7400;7400/2;30661;43865
select;7400;7400/2;27892;41197
select;7400;7400/2;28738;42165
select;7400;7400/2;27277;40504
select;7400;7400/2;26864;39735
select;7400;7400/2;28417;41535
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;26623;39901
select;7400;7400/2;29621;42826
select;7400;7400/2;28012;41280
select;7400;7400/2;28792;42052
select;7400;7400/2;27787;41123
select;7400;7400/2;29546;42883
select;7400;7400/2;26715;39552
select;7400;7400/2;25936;38179
select;7400;7400/2;28421;41427
select;7400;7400/2;28343;41795
select;7400;7400/2;29185;42443
select;7400;7400/2;29042;42356
select;7400;7400/2;27459;40828
select;7400;7400/2;27310;40572
select;7400;7400/2;27990;41393
select;7400;7400/2;29129;42530
select;7400;7400/2;28358;41806
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;28939;42226
select;7400;7400/2;
select;7400;7400/2;27071;39279
select;7400;7400/2;28385;41654
select;7400;7400/2;28189;41682
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;29461;42769
select;7400;7400/2;28919;42312
select;7400;7400/2;28491;41738
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;
select;7400;7400/2;28788;41979
select;7400;7400/2;29607;42945
select;7400;7400/2;28031;40798
select;7400;7400/2;28637;41924
select;7400;7400/2;28326;41451
select;7400;7400/2;28883;42141
select;7400;7400/2;28198;41606
select;7400;7400/2;27960;41303
select;7400;7400/2;28194;41513
select;7400;7400/2;
select;7400;7400/2;27356;40693
select;7400;7400/2;28997;42349
select;7400;7400/2;
select;7400;7400/2;30419;43714
select;7400;7400/2;
select;7400;7400/2;28937;42286
select;7400;7400/2;
select;7400;7400/2;29948;43268
select;7400;7400/2;27255;40544
select;7400;7400/2;29016;42357
select;7400;7400/2;28743;42104
select;7400;7400/2;27187;40198
select;7400;7400/2;28567;41831
select;7400;7400/2;27657;41057
select;7400;7400/2;30048;43556
select;7400;7400/2;27339;40560
select;7400;7400/2;27826;41155
select;7400;7400/2;26909;40020
select;7400;7400/2;28325;41655
select;7400;7400/2;28186;41551
select;7400;7400/2;29132;42488
select;7400;7400/2;30120;43550
select;7400;7400/2;27152;40467
select;7400;7400/2;
select;7400;7400-1;29733;43068
select;7400;7400-1;26774;39149
select;7400;7400-1;28045;41366
select;7400;7400-1;27226;40696
select;7400;7400-1;27609;40835
select;7400;7400-1;
select;7400;7400-1;27842;40679
select;7400;7400-1;28673;41959
select;7400;7400-1;
select;7400;7400-1;28031;41209
select;7400;7400-1;27736;41050
select;7400;7400-1;28283;41544
select;7400;7400-1;28252;41387
select;7400;7400-1;
select;7400;7400-1;27504;40790
select;7400;7400-1;28060;40448
select;7400;7400-1;30415;43828
select;7400;7400-1;
select;7400;7400-1;29025;42289
select;7400;7400-1;30219;43587
select;7400;7400-1;27450;40911
select;7400;7400-1;28840;41958
select;7400;7400-1;29394;42793
select;7400;7400-1;28994;42348
select;7400;7400-1;
select;7400;7400-1;27980;41237
select;7400;7400-1;27456;39720
select;7400;7400-1;28475;41872
select;7400;7400-1;28652;41992
select;7400;7400-1;
select;7400;7400-1;28882;42201
select;7400;7400-1;27357;40230
select;7400;7400-1;27462;39968
select;7400;7400-1;27808;41084
select;7400;7400-1;29697;43035
select;7400;7400-1;27453;40863
select;7400;7400-1;29624;42921
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;28522;41711
select;7400;7400-1;
select;7400;7400-1;29085;42448
select;7400;7400-1;29427;42704
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;28200;41624
select;7400;7400-1;29089;42427
select;7400;7400-1;28072;41354
select;7400;7400-1;28227;41586
select;7400;7400-1;
select;7400;7400-1;28378;41666
select;7400;7400-1;28729;41769
select;7400;7400-1;27394;40756
select;7400;7400-1;28983;42374
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;28341;41687
select;7400;7400-1;26471;38756
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;30226;43520
select;7400;7400-1;28101;41297
select;7400;7400-1;29450;42833
select;7400;7400-1;28352;41735
select;7400;7400-1;
select;7400;7400-1;29477;42740
select;7400;7400-1;27561;40729
select;7400;7400-1;27118;40491
select;7400;7400-1;27736;40725
select;7400;7400-1;
select;7400;7400-1;28854;42262
select;7400;7400-1;29364;42658
select;7400;7400-1;29743;43047
select;7400;7400-1;27173;40152
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;
select;7400;7400-1;27894;41048
select;7400;7400-1;28436;41778
select;7400;7400-1;
select;7400;7400-1;27549;40793
select;7400;7400-1;29788;43173
select;7400;7400-1;
select;7400;7400-1;30176;43551
select;7400;7400-1;29335;42678
select;7400;7400-1;29351;42778
select;7400;7400-1;
select;7400;7400-1;30143;43535
select;7400;7400-1;29607;43089
select;7400;7400-1;29277;42596
select;7400;7400-1;29794;43193
select;7400;7400-1;29966;43013
select;7400;7400-1;28296;41715
select;7400;7400-1;28341;41759
select;7400;7400-1;
select;7400;7400-1;28504;41838
select;7400;7400-1;
select;7400;7400-1;29808;43212
select;7400;7400-1;
select;7500;0;28759;42264
select;7500;0;28213;41112
select;7500;0;28727;41983
select;7500;0;28288;41374
select;7500;0;28167;41034
select;7500;0;28074;41096
select;7500;0;28424;41539
select;7500;0;28226;41207
select;7500;0;27973;40987
select;7500;0;28392;41725
select;7500;0;28084;41203
select;7500;0;28490;41798
select;7500;0;28639;41763
select;7500;0;28512;41720
select;7500;0;28640;41862
select;7500;0;28079;41172
select;7500;0;28715;41999
select;7500;0;28748;41945
select;7500;0;28595;41958
select;7500;0;28209;41343
select;7500;0;28751;41969
select;7500;0;28339;41396
select;7500;0;28709;42046
select;7500;0;28656;41935
select;7500;0;28206;41280
select;7500;0;28733;41950
select;7500;0;28476;41666
select;7500;0;28771;42074
select;7500;0;28602;41726
select;7500;0;27883;40744
select;7500;0;28340;41412
select;7500;0;29003;42357
select;7500;0;28388;41493
select;7500;0;28200;41363
select;7500;0;28321;41397
select;7500;0;28362;41530
select;7500;0;28358;41606
select;7500;0;28664;41666
select;7500;0;28570;41870
select;7500;0;28401;41409
select;7500;0;27938;41017
select;7500;0;28580;41902
select;7500;0;28908;42276
select;7500;0;29154;42561
select;7500;0;28278;41443
select;7500;0;28306;41285
select;7500;0;28467;41496
select;7500;0;28539;41809
select;7500;0;27993;41041
select;7500;0;28556;41663
select;7500;0;28653;41748
select;7500;0;28388;41513
select;7500;0;28592;41776
select;7500;0;27949;40987
select;7500;0;27936;40961
select;7500;0;27544;40180
select;7500;0;28243;41395
select;7500;0;28970;42358
select;7500;0;28057;41131
select;7500;0;28626;41907
select;7500;0;28690;42046
select;7500;0;28182;41224
select;7500;0;28766;42027
select;7500;0;28330;41454
select;7500;0;28331;41653
select;7500;0;28607;41909
select;7500;0;28641;41957
select;7500;0;28030;41008
select;7500;0;28362;41525
select;7500;0;28573;41883
select;7500;0;28451;41541
select;7500;0;28698;41791
select;7500;0;28590;41778
select;7500;0;28094;41238
select;7500;0;26422;38630
select;7500;0;28532;41691
select;7500;0;28855;42342
select;7500;0;28145;41287
select;7500;0;28315;41410
select;7500;0;29113;42470
select;7500;0;28293;41421
select;7500;0;28738;41936
select;7500;0;28326;41319
select;7500;0;28555;41987
select;7500;0;28863;42234
select;7500;0;28065;40939
select;7500;0;28656;41804
select;7500;0;28379;41520
select;7500;0;27936;40706
select;7500;0;28804;42202
select;7500;0;28276;41281
select;7500;0;28832;42381
select;7500;0;26738;38770
select;7500;0;28131;41337
select;7500;0;28476;41658
select;7500;0;28429;41793
select;7500;0;28334;41586
select;7500;0;28817;42220
select;7500;0;28558;41846
select;7500;0;28249;41449
select;7500;7500/4;28962;42538
select;7500;7500/4;28403;41884
select;7500;7500/4;
select;7500;7500/4;28058;40065
select;7500;7500/4;28095;41560
select;7500;7500/4;31260;44697
select;7500;7500/4;29077;42488
select;7500;7500/4;
select;7500;7500/4;28854;41867
select;7500;7500/4;27778;41170
select;7500;7500/4;26139;39004
select;7500;7500/4;29090;42428
select;7500;7500/4;29483;43058
select;7500;7500/4;29564;43113
select;7500;7500/4;
select;7500;7500/4;29632;43254
select;7500;7500/4;27916;41352
select;7500;7500/4;30382;43988
select;7500;7500/4;28906;42585
select;7500;7500/4;29227;42885
select;7500;7500/4;27235;40796
select;7500;7500/4;28962;42463
select;7500;7500/4;27579;40020
select;7500;7500/4;27909;41629
select;7500;7500/4;26095;38664
select;7500;7500/4;28995;42080
select;7500;7500/4;28300;41733
select;7500;7500/4;28122;41668
select;7500;7500/4;29712;43219
select;7500;7500/4;29762;43395
select;7500;7500/4;
select;7500;7500/4;28650;42156
select;7500;7500/4;
select;7500;7500/4;30157;43723
select;7500;7500/4;
select;7500;7500/4;29155;42685
select;7500;7500/4;28929;42420
select;7500;7500/4;27518;40897
select;7500;7500/4;
select;7500;7500/4;28376;41851
select;7500;7500/4;
select;7500;7500/4;30043;43596
select;7500;7500/4;29623;43011
select;7500;7500/4;30084;43750
select;7500;7500/4;
select;7500;7500/4;30313;43637
select;7500;7500/4;27047;40567
select;7500;7500/4;29302;42782
select;7500;7500/4;29179;42611
select;7500;7500/4;28017;41590
select;7500;7500/4;28703;42173
select;7500;7500/4;28670;42197
select;7500;7500/4;28826;41703
select;7500;7500/4;27528;40899
select;7500;7500/4;28849;42259
select;7500;7500/4;29459;42991
select;7500;7500/4;30124;43810
select;7500;7500/4;29907;43434
select;7500;7500/4;
select;7500;7500/4;27315;40682
select;7500;7500/4;29384;42850
select;7500;7500/4;30212;43634
select;7500;7500/4;28018;41506
select;7500;7500/4;
select;7500;7500/4;27467;40988
select;7500;7500/4;29490;43136
select;7500;7500/4;28271;41863
select;7500;7500/4;
select;7500;7500/4;29698;43294
select;7500;7500/4;28150;41251
select;7500;7500/4;29630;43139
select;7500;7500/4;28627;42246
select;7500;7500/4;29450;43075
select;7500;7500/4;27919;40831
select;7500;7500/4;27618;41140
select;7500;7500/4;28511;41579
select;7500;7500/4;28492;41985
select;7500;7500/4;27262;40558
select;7500;7500/4;29076;42625
select;7500;7500/4;28330;41777
select;7500;7500/4;29506;42967
select;7500;7500/4;27876;41361
select;7500;7500/4;28584;42056
select;7500;7500/4;30655;44376
select;7500;7500/4;27158;40562
select;7500;7500/4;27033;40439
select;7500;7500/4;29263;42770
select;7500;7500/4;29387;42834
select;7500;7500/4;28058;41637
select;7500;7500/4;
select;7500;7500/4;29590;43338
select;7500;7500/4;30216;43821
select;7500;7500/4;
select;7500;7500/4;28640;42113
select;7500;7500/4;30261;43803
select;7500;7500/4;31162;44752
select;7500;7500/4;
select;7500;7500/4;28982;41853
select;7500;7500/4;27808;41459
select;7500;7500/4;
select;7500;7500/2;28454;41857
select;7500;7500/2;29006;42465
select;7500;7500/2;
select;7500;7500/2;
select;7500;7500/2;
select;7500;7500/2;30279;43842
select;7500;7500/2;30741;44285
select;7500;7500/2;27716;41312
select;7500;7500/2;29918;43534
select;7500;7500/2;28046;41539
select;7500;7500/2;30263;43753
select;7500;7500/2;28073;40656
select;7500;7500/2;28605;42060
select;7500;7500/2;28714;42255
select;7500;7500/2;
select;7500;7500/2;28016;41509
select;7500;7500/2;28231;41529
select;7500;7500/2;30440;43978
select;7500;7500/2;
select;7500;7500/2;26674;39169
select;7500;7500/2;29667;42907
select;7500;7500/2;
select;7500;7500/2;27976;41264
select;7500;7500/2;27573;40252
select;7500;7500/2;29702;43261
select;7500;7500/2;
select;7500;7500/2;
select;7500;7500/2;30100;43657
select;7500;7500/2;27959;41332
select;7500;7500/2;28772;41959
select;7500;7500/2;27022;39570
select;7500;7500/2;28306;41918
select;7500;7500/2;29198;42794
select;7500;7500/2;
select;7500;7500/2;27309;40918
select;7500;7500/2;29969;43502
select;7500;7500/2;
select;7500;7500/2;29252;42768
select;7500;7500/2;
select;7500;7500/2;27493;40948
select;7500;7500/2;29495;43054
select;7500;7500/2;30214;43655
select;7500;7500/2;29118;42041
select;7500;7500/2;
select;7500;7500/2;28132;41587
select;7500;7500/2;27392;40955
select;7500;7500/2;31258;44864
select;7500;7500/2;30750;44295
select;7500;7500/2;28997;42353
select;7500;7500/2;29638;43246
select;7500;7500/2;29921;43140
select;7500;7500/2;
select;7500;7500/2;28319;41636
select;7500;7500/2;29148;42585
select;7500;7500/2;30104;43620
select;7500;7500/2;29537;43159
select;7500;7500/2;29738;42894
select;7500;7500/2;28080;41686
select;7500;7500/2;29913;43457
select;7500;7500/2;
select;7500;7500/2;28729;42070
select;7500;7500/2;29898;43338
select;7500;7500/2;29022;42209
select;7500;7500/2;29334;42432
select;7500;7500/2;29892;43338
select;7500;7500/2;27958;41413
select;7500;7500/2;30119;43796
select;7500;7500/2;28558;42109
select;7500;7500/2;
select;7500;7500/2;26674;39268
select;7500;7500/2;30017;43633
select;7500;7500/2;29999;43337
select;7500;7500/2;
select;7500;7500/2;28363;41986
select;7500;7500/2;27684;41205
select;7500;7500/2;29283;42779
select;7500;7500/2;29968;43402
select;7500;7500/2;29676;43230
select;7500;7500/2;29891;43221
select;7500;7500/2;29944;43424
select;7500;7500/2;
select;7500;7500/2;28837;42161
select;7500;7500/2;27299;40506
select;7500;7500/2;28743;41823
select;7500;7500/2;
select;7500;7500/2;28501;41918
select;7500;7500/2;25592;38409
select;7500;7500/2;
select;7500;7500/2;29264;42535
select;7500;7500/2;
select;7500;7500/2;27428;39984
select;7500;7500/2;30239;43743
select;7500;7500/2;31088;44673
select;7500;7500/2;27867;41367
select;7500;7500/2;28471;42133
select;7500;7500/2;29582;43111
select;7500;7500/2;29406;42902
select;7500;7500/2;26450;38954
select;7500;7500/2;
select;7500;7500/2;28334;41901
select;7500;7500-1;30092;43425
select;7500;7500-1;28511;42203
select;7500;7500-1;29026;42577
select;7500;7500-1;28791;42373
select;7500;7500-1;29758;43026
select;7500;7500-1;29814;43399
select;7500;7500-1;
select;7500;7500-1;28789;42193
select;7500;7500-1;29161;42660
select;7500;7500-1;29814;43421
select;7500;7500-1;29473;43014
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;30746;44329
select;7500;7500-1;
select;7500;7500-1;28573;41870
select;7500;7500-1;30102;43779
select;7500;7500-1;30398;43696
select;7500;7500-1;29451;43018
select;7500;7500-1;28083;41562
select;7500;7500-1;29466;42853
select;7500;7500-1;29605;43037
select;7500;7500-1;26867;40062
select;7500;7500-1;27493;40954
select;7500;7500-1;28923;42171
select;7500;7500-1;
select;7500;7500-1;27836;41229
select;7500;7500-1;28730;42286
select;7500;7500-1;
select;7500;7500-1;28353;41797
select;7500;7500-1;28742;41693
select;7500;7500-1;28971;42134
select;7500;7500-1;30533;44092
select;7500;7500-1;29108;42767
select;7500;7500-1;30234;43856
select;7500;7500-1;27958;41587
select;7500;7500-1;30613;44271
select;7500;7500-1;28393;41933
select;7500;7500-1;30099;43649
select;7500;7500-1;
select;7500;7500-1;27743;41193
select;7500;7500-1;30329;43874
select;7500;7500-1;30808;44403
select;7500;7500-1;27357;40781
select;7500;7500-1;30018;43507
select;7500;7500-1;
select;7500;7500-1;30003;43553
select;7500;7500-1;
select;7500;7500-1;30606;44212
select;7500;7500-1;29460;42978
select;7500;7500-1;27192;40671
select;7500;7500-1;30104;43807
select;7500;7500-1;28720;41295
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;28207;41785
select;7500;7500-1;27777;41393
select;7500;7500-1;29944;43519
select;7500;7500-1;29040;42177
select;7500;7500-1;28839;42472
select;7500;7500-1;30309;43991
select;7500;7500-1;29216;42800
select;7500;7500-1;
select;7500;7500-1;28007;41456
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;28977;42458
select;7500;7500-1;29556;43223
select;7500;7500-1;28763;42050
select;7500;7500-1;28227;41735
select;7500;7500-1;28120;41394
select;7500;7500-1;27251;40286
select;7500;7500-1;
select;7500;7500-1;30377;43990
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;28976;42574
select;7500;7500-1;28918;42494
select;7500;7500-1;
select;7500;7500-1;28072;41251
select;7500;7500-1;28142;41710
select;7500;7500-1;28897;42277
select;7500;7500-1;27986;41472
select;7500;7500-1;29327;42774
select;7500;7500-1;
select;7500;7500-1;28213;41660
select;7500;7500-1;28458;42013
select;7500;7500-1;29535;42926
select;7500;7500-1;29585;43134
select;7500;7500-1;27123;40556
select;7500;7500-1;27740;41176
select;7500;7500-1;28611;42113
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;
select;7500;7500-1;28099;41511
select;7500;7500-1;
select;7600;0;28994;42488
select;7600;0;28429;41746
select;7600;0;28892;42177
select;7600;0;28670;42017
select;7600;0;28170;41197
select;7600;0;26823;39239
select;7600;0;28513;41851
select;7600;0;29255;42534
select;7600;0;29252;42644
select;7600;0;28873;42554
select;7600;0;28615;41928
select;7600;0;28387;41524
select;7600;0;29217;42746
select;7600;0;28605;41815
select;7600;0;28792;42017
select;7600;0;28931;42423
select;7600;0;29073;42733
select;7600;0;28872;42254
select;7600;0;28813;42065
select;7600;0;29459;42991
select;7600;0;28735;41760
select;7600;0;28713;41912
select;7600;0;28583;41607
select;7600;0;29122;42693
select;7600;0;29287;42779
select;7600;0;28786;42171
select;7600;0;28809;42100
select;7600;0;26937;39210
select;7600;0;29252;42773
select;7600;0;28930;42180
select;7600;0;26766;39002
select;7600;0;28564;41909
select;7600;0;26370;38494
select;7600;0;28660;41833
select;7600;0;28499;41865
select;7600;0;29313;42987
select;7600;0;28686;41810
select;7600;0;29039;42502
select;7600;0;29063;42444
select;7600;0;28533;41621
select;7600;0;27031;39580
select;7600;0;29537;43378
select;7600;0;28427;41713
select;7600;0;28438;41583
select;7600;0;29022;42174
select;7600;0;29167;42653
select;7600;0;28916;42375
select;7600;0;29330;42873
select;7600;0;26637;38957
select;7600;0;29038;42386
select;7600;0;29296;42704
select;7600;0;28777;42079
select;7600;0;28158;41266
select;7600;0;29057;42606
select;7600;0;28430;41763
select;7600;0;28884;42373
select;7600;0;28888;42269
select;7600;0;28757;41963
select;7600;0;29000;42346
select;7600;0;28618;41778
select;7600;0;28561;41753
select;7600;0;28822;41999
select;7600;0;28782;42112
select;7600;0;29280;42608
select;7600;0;28835;42161
select;7600;0;28211;41381
select;7600;0;28675;41997
select;7600;0;28804;42085
select;7600;0;28826;42247
select;7600;0;28465;41625
select;7600;0;28638;41903
select;7600;0;28567;41827
select;7600;0;28498;41775
select;7600;0;28854;42336
select;7600;0;28841;42219
select;7600;0;28223;41549
select;7600;0;28981;42296
select;7600;0;28469;41722
select;7600;0;28518;41761
select;7600;0;28740;42007
select;7600;0;28866;42262
select;7600;0;28626;41835
select;7600;0;28822;42089
select;7600;0;28360;41630
select;7600;0;28630;41808
select;7600;0;28948;42394
select;7600;0;28729;42092
select;7600;0;28820;42038
select;7600;0;28993;42548
select;7600;0;28922;42527
select;7600;0;29057;42644
select;7600;0;29136;42746
select;7600;0;28551;41941
select;7600;0;28658;42037
select;7600;0;28595;41582
select;7600;0;28967;42561
select;7600;0;28930;42210
select;7600;0;29095;42641
select;7600;0;28588;41682
select;7600;0;28569;41654
select;7600;7600/4;
select;7600;7600/4;27696;41412
select;7600;7600/4;27360;40127
select;7600;7600/4;30088;43866
select;7600;7600/4;29848;43453
select;7600;7600/4;30962;44735
select;7600;7600/4;30357;43872
select;7600;7600/4;30026;43785
select;7600;7600/4;
select;7600;7600/4;28216;41904
select;7600;7600/4;29295;42852
select;7600;7600/4;28984;42682
select;7600;7600/4;30254;44003
select;7600;7600/4;27959;41411
select;7600;7600/4;27990;41673
select;7600;7600/4;29821;43494
select;7600;7600/4;28261;42084
select;7600;7600/4;29737;43489
select;7600;7600/4;28319;41781
select;7600;7600/4;29887;43059
select;7600;7600/4;
select;7600;7600/4;
select;7600;7600/4;27790;41345
select;7600;7600/4;29869;43612
select;7600;7600/4;
select;7600;7600/4;28768;42519
select;7600;7600/4;29003;42873
select;7600;7600/4;29493;43262
select;7600;7600/4;29614;42839
select;7600;7600/4;29058;42774
select;7600;7600/4;
select;7600;7600/4;29129;42341
select;7600;7600/4;27590;41257
select;7600;7600/4;30676;44277
select;7600;7600/4;
select;7600;7600/4;
select;7600;7600/4;28917;42626
select;7600;7600/4;
select;7600;7600/4;28551;42124
select;7600;7600/4;27852;41252
select;7600;7600/4;26073;38796
select;7600;7600/4;30797;44489
select;7600;7600/4;29170;42827
select;7600;7600/4;28874;42625
select;7600;7600/4;
select;7600;7600/4;28331;41855
select;7600;7600/4;30453;44088
select;7600;7600/4;31008;44880
select;7600;7600/4;28372;41902
select;7600;7600/4;30180;43922
select;7600;7600/4;28732;42415
select;7600;7600/4;26564;39157
select;7600;7600/4;29850;43640
select;7600;7600/4;28319;42040
select;7600;7600/4;28577;42306
select;7600;7600/4;
select;7600;7600/4;30037;43834
