type;n;k;comp;swaps
select;400;0;1039;1887
select;400;0;1081;1924
select;400;0;1040;1939
select;400;0;1076;2004
select;400;0;992;1810
select;400;0;1061;1961
select;400;0;1062;1970
select;400;0;1110;1999
select;400;0;1011;1847
select;400;0;1116;2022
select;400;0;1148;2133
select;400;0;1132;2105
select;400;0;1102;2053
select;400;0;1108;1994
select;400;0;1074;1975
select;400;0;1109;2010
select;400;0;1068;2009
select;400;0;1002;1853
select;400;0;1150;2069
select;400;0;1073;1903
select;400;0;1144;2102
select;400;0;968;1784
select;400;0;1087;1988
select;400;0;1143;2163
select;400;0;1025;1914
select;400;0;1027;1840
select;400;0;1064;1917
select;400;0;1074;1950
select;400;0;1091;2044
select;400;0;1080;2056
select;400;0;1064;1942
select;400;0;952;1741
select;400;0;1087;2009
select;400;0;1146;2130
select;400;0;1031;1888
select;400;0;977;1686
select;400;0;1015;1817
select;400;0;1109;1979
select;400;0;1062;1917
select;400;0;1078;1987
select;400;0;1063;1966
select;400;0;1201;2181
select;400;0;1033;1863
select;400;0;1012;1792
select;400;0;1105;2058
select;400;0;1042;1854
select;400;0;1081;1996
select;400;0;1027;1902
select;400;0;1020;1776
select;400;0;1073;2000
select;400;0;1046;1915
select;400;0;1066;1977
select;400;0;997;1814
select;400;0;1127;2058
select;400;0;1189;2128
select;400;0;987;1787
select;400;0;1067;1951
select;400;0;968;1773
select;400;0;1050;1892
select;400;0;1121;2079
select;400;0;1122;2088
select;400;0;1098;1993
select;400;0;1095;2034
select;400;0;1051;1925
select;400;0;1096;1970
select;400;0;1087;2004
select;400;0;1089;1957
select;400;0;1029;1882
select;400;400/4;
select;400;400/4;
select;400;400/4;1092;1988
select;400;400/4;1043;1938
select;400;400/4;1027;1882
select;400;400/4;1049;1896
select;400;400/4;937;1805
select;400;400/4;
select;400;400/4;1047;1894
select;400;400/4;1002;1822
select;400;400/4;1012;1871
select;400;400/4;1034;1881
select;400;400/4;
select;400;400/4;1029;1867
select;400;400/4;1038;1915
select;400;400/4;
select;400;400/4;
select;400;400/4;1005;1798
select;400;400/4;967;1749
select;400;400/4;905;1708
select;400;400/4;1119;2010
select;400;400/4;
select;400;400/4;990;1776
select;400;400/4;
select;400;400/4;1009;1869
select;400;400/4;941;1764
select;400;400/4;1026;1793
select;400;400/4;
select;400;400/4;1111;2013
select;400;400/4;1105;1992
select;400;400/4;
select;400;400/4;1071;1967
select;400;400/4;1015;1823
select;400;400/4;967;1731
select;400;400/4;1027;1856
select;400;400/4;1135;2036
select;400;400/4;
select;400;400/4;
select;400;400/4;
select;400;400/4;
select;400;400/4;1050;1934
select;400;400/4;1033;1867
select;400;400/4;966;1821
select;400;400/4;1047;1916
select;400;400/4;967;1727
select;400;400/4;1044;1945
select;400;400/4;1040;1887
select;400;400/4;
select;400;400/4;1072;1953
select;400;400/4;1007;1857
select;400;400/4;1049;1973
select;400;400/4;
select;400;400/4;937;1736
select;400;400/4;987;1844
select;400;400/4;
select;400;400/4;
select;400;400/4;966;1821
select;400;400/4;1101;2011
select;400;400/4;1125;2017
select;400;400/4;1071;1952
select;400;400/4;1080;1981
select;400;400/4;986;1766
select;400;400/4;
select;400;400/4;1047;1897
select;400;400/4;1009;1901
select;400;400/4;1074;1910
select;400;400/4;1125;2041
select;400;400/4;836;1554
select;400;400/4;
select;400;400/4;1087;1996
select;400;400/4;1109;2006
select;400;400/4;1027;1904
select;400;400/4;971;1759
select;400;400/4;967;1755
select;400;400/4;930;1759
select;400;400/4;900;1686
select;400;400/4;1074;1962
select;400;400/4;1023;1875
select;400;400/4;1045;1922
select;400;400/4;1023;1925
select;400;400/4;981;1781
select;400;400/4;980;1756
select;400;400/4;1089;1961
select;400;400/4;
select;400;400/4;1054;1912
select;400;400/4;1034;1932
select;400;400/4;1005;1889
select;400;400/4;1032;1884
select;400;400/4;1079;1964
select;400;400/4;990;1821
select;400;400/4;1086;1975
select;400;400/4;1054;1974
select;400;400/4;999;1805
select;400;400/4;1150;2006
select;400;400/4;1066;1944
select;400;400/4;993;1906
select;400;400/4;1010;1828
select;400;400/4;1072;1958
select;400;400/4;
select;400;400/4;1022;1903
select;400;400/2;1048;1938
select;400;400/2;
select;400;400/2;1029;1925
select;400;400/2;1045;1939
select;400;400/2;998;1845
select;400;400/2;
select;400;400/2;1049;1930
select;400;400/2;963;1765
select;400;400/2;1030;1932
select;400;400/2;1042;1913
select;400;400/2;1056;1932
select;400;400/2;956;1725
select;400;400/2;1006;1856
select;400;400/2;1148;2017
select;400;400/2;939;1791
select;400;400/2;964;1812
select;400;400/2;934;1742
select;400;400/2;1002;1857
select;400;400/2;
select;400;400/2;1042;1890
select;400;400/2;
select;400;400/2;1047;1971
select;400;400/2;1001;1828
select;400;400/2;947;1761
select;400;400/2;947;1736
select;400;400/2;1161;2059
select;400;400/2;1092;1984
select;400;400/2;965;1781
select;400;400/2;1113;2044
select;400;400/2;1048;1919
select;400;400/2;941;1771
select;400;400/2;1104;2038
select;400;400/2;997;1836
select;400;400/2;1016;1822
select;400;400/2;
select;400;400/2;1073;1992
select;400;400/2;1110;2033
select;400;400/2;1015;1830
select;400;400/2;1116;2033
select;400;400/2;1045;1852
select;400;400/2;1086;1987
select;400;400/2;1045;1957
select;400;400/2;954;1772
select;400;400/2;1013;1901
select;400;400/2;1074;1918
select;400;400/2;991;1857
select;400;400/2;1089;1941
select;400;400/2;1043;1931
select;400;400/2;937;1668
select;400;400/2;1064;1920
select;400;400/2;1000;1868
select;400;400/2;1054;1949
select;400;400/2;1060;1959
select;400;400/2;1047;1869
select;400;400/2;963;1788
select;400;400/2;
select;400;400/2;972;1850
select;400;400/2;1057;1940
select;400;400/2;1116;2001
select;400;400/2;1033;1843
select;400;400/2;1049;1913
select;400;400/2;990;1880
select;400;400/2;1046;1907
select;400;400/2;1054;1903
select;400;400/2;1004;1901
select;400;400/2;1026;1892
select;400;400/2;982;1856
select;400;400/2;1080;1949
select;400;400/2;1036;1878
select;400;400/2;
select;400;400/2;
select;400;400/2;
select;400;400/2;1037;1874
select;400;400/2;1178;2097
select;400;400/2;1091;1997
select;400;400/2;925;1666
select;400;400/2;1090;2010
select;400;400/2;978;1787
select;400;400/2;1038;1921
select;400;400/2;1050;1921
select;400;400/2;1073;1925
select;400;400/2;1084;1987
select;400;400/2;1028;1898
select;400;400/2;957;1804
select;400;400/2;1097;1962
select;400;400/2;983;1853
select;400;400/2;1026;1889
select;400;400/2;1021;1860
select;400;400/2;1109;2010
select;400;400/2;1056;1961
select;400;400/2;1025;1918
select;400;400/2;1061;1971
select;400;400/2;1098;1994
select;400;400/2;
select;400;400/2;950;1821
select;400;400/2;1008;1881
select;400;400/2;
select;400;400/2;1039;1898
select;400;400/2;
select;400;400/2;987;1863
select;400;400-1;
select;400;400-1;1048;1913
select;400;400-1;1009;1889
select;400;400-1;1076;1968
select;400;400-1;
select;400;400-1;1048;1912
select;400;400-1;
select;400;400-1;1098;1974
select;400;400-1;1009;1853
select;400;400-1;1079;1977
select;400;400-1;1126;1990
select;400;400-1;1023;1883
select;400;400-1;
select;400;400-1;1140;2042
select;400;400-1;
select;400;400-1;1048;1908
select;400;400-1;1032;1888
select;400;400-1;
select;400;400-1;943;1687
select;400;400-1;1023;1890
select;400;400-1;1008;1788
select;400;400-1;1106;1991
select;400;400-1;929;1750
select;400;400-1;1036;1911
select;400;400-1;1079;1967
select;400;400-1;
select;400;400-1;1043;1936
select;400;400-1;1117;2001
select;400;400-1;1080;1921
select;400;400-1;1210;2140
select;400;400-1;1054;1955
select;400;400-1;1019;1873
select;400;400-1;
select;400;400-1;1036;1943
select;400;400-1;1063;1945
select;400;400-1;1181;2049
select;400;400-1;
select;400;400-1;1003;1876
select;400;400-1;1022;1899
select;400;400-1;968;1791
select;400;400-1;
select;400;400-1;1108;2001
select;400;400-1;
select;400;400-1;
select;400;400-1;
select;400;400-1;1007;1904
select;400;400-1;1097;2000
select;400;400-1;1091;1982
select;400;400-1;1028;1881
select;400;400-1;
select;400;400-1;1017;1900
select;400;400-1;1144;2058
select;400;400-1;
select;400;400-1;1006;1884
select;400;400-1;
select;400;400-1;1042;1925
select;400;400-1;1071;1963
select;400;400-1;1126;2004
select;400;400-1;1027;1909
select;400;400-1;
select;400;400-1;977;1890
select;400;400-1;1011;1806
select;400;400-1;1074;1946
select;400;400-1;979;1852
select;400;400-1;1149;2066
select;400;400-1;1135;2035
select;400;400-1;1017;1916
select;400;400-1;1023;1876
select;400;400-1;881;1620
select;400;400-1;955;1823
select;400;400-1;1174;2103
select;400;400-1;943;1738
select;400;400-1;1094;1999
select;400;400-1;
select;400;400-1;901;1631
select;400;400-1;1029;1897
select;400;400-1;1069;1939
select;400;400-1;910;1678
select;400;400-1;
select;400;400-1;
select;400;400-1;1071;1996
select;400;400-1;893;1668
select;400;400-1;1060;1939
select;400;400-1;1094;2021
select;400;400-1;1107;1992
select;400;400-1;1098;1954
select;400;400-1;1053;1936
select;400;400-1;
select;400;400-1;993;1868
select;400;400-1;1116;2039
select;400;400-1;1058;1977
select;400;400-1;1012;1881
select;400;400-1;
select;400;400-1;1095;2003
select;400;400-1;1063;1980
select;400;400-1;
select;400;400-1;1037;1822
select;400;400-1;1026;1825
select;400;400-1;1102;1927
select;400;400-1;1052;1932
select;500;0;1432;2562
select;500;0;1333;2426
select;500;0;1458;2714
select;500;0;1355;2466
select;500;0;1267;2298
select;500;0;1454;2600
select;500;0;1214;2221
select;500;0;1360;2535
select;500;0;1446;2625
select;500;0;1295;2346
select;500;0;1394;2522
select;500;0;1364;2475
select;500;0;1462;2636
select;500;0;1429;2584
select;500;0;1404;2546
select;500;0;1227;2124
select;500;0;1269;2328
select;500;0;1388;2532
select;500;0;1374;2525
select;500;0;1358;2466
select;500;0;1272;2351
select;500;0;1321;2409
select;500;0;1361;2481
select;500;0;1196;2168
select;500;0;1422;2585
select;500;0;1367;2517
select;500;0;1546;2777
select;500;0;1456;2663
select;500;0;1344;2422
select;500;0;1478;2679
select;500;0;1434;2609
select;500;0;1336;2430
select;500;0;1274;2377
select;500;0;1379;2526
select;500;0;1347;2472
select;500;0;1365;2484
select;500;0;1302;2298
select;500;0;1428;2657
select;500;0;1397;2541
select;500;0;1420;2552
select;500;0;1436;2617
select;500;0;1366;2548
select;500;0;1426;2588
select;500;0;1357;2473
select;500;0;1268;2291
select;500;0;1328;2379
select;500;0;1414;2600
select;500;0;1280;2311
select;500;0;1391;2524
select;500;0;1414;2541
select;500;0;1505;2744
select;500;0;1243;2315
select;500;0;1460;2693
select;500;0;1379;2582
select;500;0;1361;2486
select;500;0;1361;2434
select;500;0;1376;2505
select;500;0;1408;2574
select;500;0;1378;2482
select;500;0;1371;2490
select;500;0;1298;2350
select;500;0;1313;2408
select;500;0;1419;2564
select;500;0;1323;2477
select;500;0;1402;2543
select;500;0;1453;2647
select;500;0;1398;2515
select;500;0;1294;2319
select;500;0;1372;2427
select;500;0;1209;2231
select;500;0;1363;2454
select;500;0;1376;2519
select;500;0;1382;2515
select;500;0;1272;2339
select;500;0;1435;2539
select;500;0;1323;2424
select;500;0;1362;2499
select;500;0;1350;2434
select;500;0;1291;2265
select;500;0;1406;2545
select;500;0;1306;2444
select;500;0;1294;2388
select;500;0;1328;2418
select;500;0;1277;2405
select;500;0;1361;2519
select;500;0;1464;2706
select;500;0;1440;2576
select;500;0;1396;2462
select;500;0;1413;2571
select;500;0;1376;2558
select;500;0;1331;2467
select;500;0;1398;2577
select;500;0;1356;2532
select;500;0;1441;2618
select;500;0;1469;2694
select;500;0;1403;2538
select;500;0;1373;2528
select;500;0;1411;2515
select;500;0;1306;2444
select;500;0;1296;2298
select;500;500/4;1198;2122
select;500;500/4;1339;2492
select;500;500/4;1219;2256
select;500;500/4;1390;2497
select;500;500/4;1455;2589
select;500;500/4;1258;2319
select;500;500/4;1324;2378
select;500;500/4;1179;2225
select;500;500/4;1344;2481
select;500;500/4;1477;2623
select;500;500/4;1330;2443
select;500;500/4;
select;500;500/4;1371;2478
select;500;500/4;1296;2378
select;500;500/4;1317;2376
select;500;500/4;
select;500;500/4;1195;2236
select;500;500/4;1479;2602
select;500;500/4;1414;2544
select;500;500/4;1239;2347
select;500;500/4;1413;2547
select;500;500/4;
select;500;500/4;1432;2540
select;500;500/4;1406;2544
select;500;500/4;1191;2198
select;500;500/4;1209;2236
select;500;500/4;1177;2145
select;500;500/4;1391;2513
select;500;500/4;1356;2496
select;500;500/4;1305;2379
select;500;500/4;1456;2611
select;500;500/4;1375;2486
select;500;500/4;1336;2479
select;500;500/4;1216;2221
select;500;500/4;1267;2308
select;500;500/4;1400;2545
select;500;500/4;1412;2522
select;500;500/4;
select;500;500/4;1432;2576
select;500;500/4;1369;2448
select;500;500/4;
select;500;500/4;1371;2415
select;500;500/4;1373;2450
select;500;500/4;
select;500;500/4;1333;2428
select;500;500/4;1314;2395
select;500;500/4;1324;2370
select;500;500/4;1324;2500
select;500;500/4;1281;2363
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;1154;2153
select;500;500/4;
select;500;500/4;1209;2255
select;500;500/4;
select;500;500/4;1236;2258
select;500;500/4;1390;2509
select;500;500/4;1308;2346
select;500;500/4;
select;500;500/4;
select;500;500/4;1318;2439
select;500;500/4;
select;500;500/4;1357;2457
select;500;500/4;
select;500;500/4;1195;2176
select;500;500/4;
select;500;500/4;1257;2219
select;500;500/4;
select;500;500/4;1191;2179
select;500;500/4;1358;2387
select;500;500/4;1160;2153
select;500;500/4;1354;2451
select;500;500/4;1226;2325
select;500;500/4;1227;2331
select;500;500/4;
select;500;500/4;1363;2474
select;500;500/4;1372;2451
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;1249;2359
select;500;500/4;1312;2400
select;500;500/4;1268;2325
select;500;500/4;1243;2248
select;500;500/4;1373;2464
select;500;500/4;1406;2549
select;500;500/4;
select;500;500/4;1342;2463
select;500;500/4;1380;2485
select;500;500/4;1279;2372
select;500;500/4;1327;2453
select;500;500/4;1325;2473
select;500;500/4;1294;2424
select;500;500/4;1429;2565
select;500;500/4;1350;2458
select;500;500/4;1372;2495
select;500;500/4;
select;500;500/2;1298;2411
select;500;500/2;1343;2413
select;500;500/2;1323;2445
select;500;500/2;1339;2416
select;500;500/2;1330;2420
select;500;500/2;1509;2688
select;500;500/2;
select;500;500/2;
select;500;500/2;1399;2553
select;500;500/2;
select;500;500/2;1415;2566
select;500;500/2;1433;2575
select;500;500/2;1391;2497
select;500;500/2;1152;2102
select;500;500/2;
select;500;500/2;1276;2367
select;500;500/2;1529;2665
select;500;500/2;1296;2381
select;500;500/2;1363;2482
select;500;500/2;1352;2458
select;500;500/2;
select;500;500/2;1422;2565
select;500;500/2;1365;2469
select;500;500/2;1234;2324
select;500;500/2;1346;2422
select;500;500/2;1462;2597
select;500;500/2;1339;2462
select;500;500/2;1353;2469
select;500;500/2;1328;2428
select;500;500/2;
select;500;500/2;1297;2385
select;500;500/2;1374;2475
select;500;500/2;1336;2420
select;500;500/2;1407;2542
select;500;500/2;
select;500;500/2;1349;2407
select;500;500/2;1367;2512
select;500;500/2;1334;2470
select;500;500/2;1363;2447
select;500;500/2;1270;2348
select;500;500/2;1312;2383
select;500;500/2;1370;2465
select;500;500/2;
select;500;500/2;1313;2413
select;500;500/2;
select;500;500/2;
select;500;500/2;1346;2446
select;500;500/2;
select;500;500/2;1380;2486
select;500;500/2;1414;2539
select;500;500/2;1272;2343
select;500;500/2;1347;2489
select;500;500/2;
select;500;500/2;1241;2357
select;500;500/2;1410;2500
select;500;500/2;1231;2229
select;500;500/2;1464;2584
select;500;500/2;1349;2439
select;500;500/2;1277;2429
select;500;500/2;1351;2401
select;500;500/2;1400;2517
select;500;500/2;1350;2439
select;500;500/2;1228;2254
select;500;500/2;1426;2595
select;500;500/2;
select;500;500/2;
select;500;500/2;1430;2555
select;500;500/2;1225;2223
select;500;500/2;
select;500;500/2;1401;2534
select;500;500/2;
select;500;500/2;
select;500;500/2;
select;500;500/2;1473;2580
select;500;500/2;
select;500;500/2;1427;2592
select;500;500/2;1251;2287
select;500;500/2;1358;2475
select;500;500/2;
select;500;500/2;1249;2191
select;500;500/2;1289;2404
select;500;500/2;1348;2489
select;500;500/2;1444;2623
select;500;500/2;1389;2590
select;500;500/2;1389;2470
select;500;500/2;
select;500;500/2;1261;2274
select;500;500/2;1362;2431
select;500;500/2;
select;500;500/2;1386;2496
select;500;500/2;1334;2465
select;500;500/2;1274;2403
select;500;500/2;1297;2406
select;500;500/2;1358;2486
select;500;500/2;1157;2144
select;500;500/2;1366;2476
select;500;500/2;1368;2497
select;500;500/2;1336;2406
select;500;500/2;1258;2296
select;500;500/2;1346;2415
select;500;500-1;
select;500;500-1;1373;2498
select;500;500-1;1373;2445
select;500;500-1;1217;2282
select;500;500-1;
select;500;500-1;1386;2487
select;500;500-1;1191;2130
